transaction_date,transaction_id,customer_id,customer_fname,cusomter_lname,cusomter_email,sales_agent_id,branch_id,product_id,product_name,product_category,offer_1,offer_2,offer_3,offer_4,offer_5,units,unit_price,is_online,payment_method,shipping_address
2023-10-25,trx-072037549384,85550,Emma,Wilson,emma.wilson@outlook.com)x,2,3,3,Tablet,Electronics,,,,,,7,299.99,no,Cash
2022-5-8,trx-125208155197,85512,Olivia,Miller,olivia.miller@outlook.com|,9,5,11,TV,Electronics,,,,,,3,899.99,no,Credit Card
2023-5-3,trx-667682345565,85512,Olivia,Miller,olivia.miller@outlook.com]x,7,2,10,Sandals,Footwear,,,,True,,3,39.99,no,Credit Card
2022-1-9,trx-706068352444,85526,Sophia,Smith,sophia.smith@hotmail.com^,2,4,2,Smartphone,Electronics,,,,,True,7,699.99,no,Credit Card
2022-12-10,trx-040134528974,85535,Michael,Davis,michael.davis@outlook.com&,9,3,16,Skirt,Clothing,,,,True,,7,39.99,no,Cash
2023-5-17,trx-197763314500,85555,John,Johnson,john.johnson@hotmail.com;,1,4,6,Jeans,Clothing,,,,,,7,49.99,no,Credit Card
2023-10-17,trx-390556792430,85486,Olivia,Smith,olivia.smith@outlook.com',7,5,27,Iron,Appliances,,,,,,5,29.99,no,Cash
2022-2-16,trx-589236970173,85484,Olivia,Brown,olivia.brown@hotmail.com^,2,1,21,Microwave,Appliances,,,,,,1,129.99,no,Cash
2023-6-26,trx-741827755865,85531,Michael,Taylor,michael.taylor@hotmail.comm,2,1,19,Sandals,Footwear,True,,,,,2,29.99,no,Cash
2023-8-1,trx-769118815563,85535,Michael,Davis,michael.davis@outlook.com[,7,2,3,Tablet,Electronics,,,,,,7,299.99,no,Credit Card
2022-2-17,trx-023241121459,85472,Olivia,Miller,olivia.miller@yahoo.com;,4,5,3,Tablet,Electronics,,,,,,8,299.99,no,Cash
2023-3-8,trx-185358898564,85487,Olivia,Smith,olivia.smith@hotmail.com[,5,5,4,Headphones,Electronics,,True,,,,9,99.99,no,Cash
2023-8-20,trx-453062896071,85511,Ava,Jones,ava.jones@outlook.comm,9,4,7,Dress,Clothing,,,,,,2,59.99,no,Cash
2022-7-6,trx-591830305903,85536,Sophia,Jones,sophia.jones@hotmail.com ,9,3,7,Dress,Clothing,,,True,,,5,59.99,no,Credit Card
2023-6-22,trx-043168693863,85487,Olivia,Smith,olivia.smith@hotmail.com*,6,2,1,Laptop,Electronics,True,,,,,9,999.99,no,Credit Card
2022-11-28,trx-244090786823,85513,James,Davis,james.davis@outlook.com\,6,1,13,Printer,Electronics,,,,,,3,149.99,no,Credit Card
2023-9-10,trx-201455972201,85535,Michael,Davis,michael.davis@outlook.com#4r,4,4,6,Jeans,Clothing,True,,,,,9,49.99,no,Cash
2023-10-6,trx-821630062768,85528,William,Brown,william.brown@gmail.com&,5,1,8,Sneakers,Footwear,,,True,,,9,79.99,no,Credit Card
2022-4-8,trx-876475973184,85526,Sophia,Smith,sophia.smith@hotmail.com#4r,6,5,4,Headphones,Electronics,,,,,,5,99.99,no,Credit Card
2023-10-11,trx-548274108254,85488,Olivia,Wilson,olivia.wilson@yahoo.com]x,9,3,17,Blouse,Clothing,,,,True,,5,29.99,no,Cash
2023-4-6,trx-939213191548,85505,James,Williams,james.williams@outlook.com',3,3,25,Washing Machine,Appliances,,,True,,,10,499.99,no,Credit Card
2023-4-12,trx-690750810027,85528,William,Brown,william.brown@gmail.com|,10,5,28,Hair Dryer,Appliances,,,,,,1,19.99,no,Cash
2022-8-10,trx-755476700736,85495,Mia,Miller,mia.miller@gmail.com ,4,2,19,Sandals,Footwear,,,,,,5,29.99,no,Credit Card
2023-7-21,trx-325741879274,85548,Alexander,Brown,alexander.brown@gmail.com$u,6,1,25,Washing Machine,Appliances,True,,,,,5,499.99,no,Cash
2023-4-15,trx-906473024510,85526,Sophia,Smith,sophia.smith@hotmail.com$u,7,1,14,Camera,Electronics,True,,,,,8,399.99,no,Credit Card
2023-9-12,trx-123713335932,85552,John,Smith,john.smith@yahoo.com/,9,3,12,Monitor,Electronics,,,,,True,7,299.99,no,Credit Card
2022-7-18,trx-058322644538,85519,Ava,Williams,ava.williams@yahoo.com*,7,4,24,Blender,Appliances,,,,,True,3,49.99,no,Credit Card
2023-10-27,trx-881958157106,85507,Mia,Williams,mia.williams@hotmail.com%x,2,4,6,Jeans,Clothing,,,,,,9,49.99,no,Credit Card
2023-10-15,trx-182347972301,85499,Emma,Taylor,emma.taylor@yahoo.com',7,3,1,Laptop,Electronics,,,,True,,7,999.99,no,Credit Card
2022-10-10,trx-099832989506,85490,John,Wilson,john.wilson@outlook.com]x,2,2,5,T-Shirt,Clothing,,,,,,9,19.99,no,Credit Card
2023-5-24,trx-903040598043,85504,William,Wilson,william.wilson@gmail.com{,8,5,17,Blouse,Clothing,,,,,,1,29.99,no,Credit Card
2023-4-25,trx-291242418037,85508,Ava,Brown,ava.brown@gmail.com[,3,2,15,Hoodie,Clothing,,,,,,3,29.99,no,Credit Card
2023-12-17,trx-516405474360,85561,John,Moore,"john.moore@hotmail.com""",8,1,16,Skirt,Clothing,,,,,,9,39.99,no,Cash
2023-11-12,trx-399923188631,85486,Olivia,Smith,olivia.smith@outlook.com|,9,5,2,Smartphone,Electronics,,,,,,5,699.99,no,Cash
2023-8-6,trx-777105794438,85535,Michael,Davis,michael.davis@outlook.com|,6,4,9,Boots,Footwear,,,,,,10,129.99,no,Credit Card
2022-2-28,trx-062627799032,85545,John,Wilson,john.wilson@gmail.com}4,8,5,25,Washing Machine,Appliances,,True,,,,5,499.99,no,Cash
2022-7-25,trx-162455674049,85553,Mia,Williams,mia.williams@hotmail.com;,7,2,8,Sneakers,Footwear,,,,,,4,79.99,no,Credit Card
2022-9-10,trx-673668900087,85536,Sophia,Jones,sophia.jones@hotmail.comm,6,2,16,Skirt,Clothing,,,,,,7,39.99,no,Credit Card
2022-8-7,trx-647669820807,85462,John,Smith,john.smith@yahoo.com(,10,2,19,Sandals,Footwear,,,,True,,10,29.99,no,Credit Card
2023-2-23,trx-445826400049,85554,William,Wilson,william.wilson@yahoo.com;,2,2,4,Headphones,Electronics,,,,,,6,99.99,no,Cash
2023-10-5,trx-702016178164,85465,Sophia,Miller,sophia.miller@outlook.com ,2,4,30,Electric Kettle,Appliances,,,,True,,1,24.99,no,Credit Card
2022-3-21,trx-552708740666,85503,Olivia,Johnson,olivia.johnson@outlook.com<,1,2,21,Microwave,Appliances,,,,,True,7,129.99,no,Cash
