transaction_date,transaction_id,customer_id,customer_fname,cusomter_lname,cusomter_email,sales_agent_id,branch_id,product_id,product_name,product_category,offer_1,offer_2,offer_3,offer_4,offer_5,units,unit_price,is_online,payment_method,shipping_address
2023-5-20,trx-152546429674,85469,Alexander,Brown,"alexander.brown@gmail.com""",1,2,22,Coffee Maker,Appliances,,,,,,10,79.99,no,Cash
2022-10-25,trx-291375327542,85512,William,Brown,william.brown@gmail.com;,3,1,24,Blender,Appliances,,,,True,,5,49.99,no,Cash
2022-2-5,trx-312507679871,85484,John,Williams,john.williams@gmail.com*,10,3,4,Headphones,Electronics,,,,,,1,99.99,no,Credit Card
2023-10-20,trx-193384855491,85528,Alexander,Miller,alexander.miller@yahoo.com#4r,7,2,25,Washing Machine,Appliances,,,,,,8,499.99,no,Cash
2022-11-17,trx-831626097654,85500,John,Brown,john.brown@hotmail.com;,5,1,14,Camera,Electronics,,,True,,,10,399.99,no,Cash
2022-9-27,trx-158496122054,85545,Sophia,Wilson,sophia.wilson@hotmail.com)x,4,5,14,Camera,Electronics,,,,,True,6,399.99,no,Credit Card
2022-4-21,trx-722817999024,85561,Alexander,Moore,alexander.moore@yahoo.com}4,4,1,30,Electric Kettle,Appliances,,,,True,,6,24.99,no,Credit Card
2023-4-28,trx-813287633702,85520,Alexander,Wilson,alexander.wilson@hotmail.com)x,1,1,26,Vacuum Cleaner,Appliances,,,,,,4,199.99,no,Cash
2023-3-8,trx-219568257432,85488,Michael,Miller,michael.miller@yahoo.com/,6,2,18,Boots,Footwear,,,,,,10,149.99,no,Credit Card
2023-6-17,trx-352160720823,85466,Michael,Brown,michael.brown@yahoo.com$u,5,2,16,Skirt,Clothing,,,,,,8,39.99,no,Cash
2022-8-28,trx-895389231641,85559,John,Taylor,john.taylor@yahoo.com]x,6,5,14,Camera,Electronics,,,,,,6,399.99,no,Cash
2023-11-19,trx-820309386661,85527,Alexander,Davis,alexander.davis@yahoo.com{,7,2,22,Coffee Maker,Appliances,,,,,,6,79.99,no,Credit Card
2022-3-22,trx-974983174642,85502,Michael,Brown,michael.brown@hotmail.com',4,5,5,T-Shirt,Clothing,True,,,,,10,19.99,no,Cash
2022-9-27,trx-119174604031,85508,James,Smith,james.smith@yahoo.com[,1,3,9,Boots,Footwear,,,,,,1,129.99,no,Credit Card
2022-4-3,trx-474525094645,85549,Emma,Johnson,emma.johnson@hotmail.com]x,2,3,2,Smartphone,Electronics,,,,,,9,699.99,no,Credit Card
2022-12-14,trx-355633008132,85483,John,Johnson,john.johnson@yahoo.com$u,9,5,27,Iron,Appliances,,True,,,,9,29.99,no,Credit Card
2023-4-14,trx-490311940006,85496,James,Davis,james.davis@yahoo.com{,8,2,19,Sandals,Footwear,,True,,,,2,29.99,no,Credit Card
2023-1-19,trx-132205124356,85507,Ava,Miller,ava.miller@outlook.com}4,2,2,28,Hair Dryer,Appliances,,,,,,3,19.99,no,Cash
2023-10-14,trx-276319959382,85543,Olivia,Brown,"olivia.brown@outlook.com""",10,5,24,Blender,Appliances,,,,,,10,49.99,no,Cash
2022-3-24,trx-024853282614,85518,Sophia,Brown,sophia.brown@gmail.com&,1,4,3,Tablet,Electronics,,,True,,,1,299.99,no,Cash
2022-8-19,trx-659089718103,85488,Michael,Miller,michael.miller@yahoo.com/,5,4,17,Blouse,Clothing,True,,,,,4,29.99,no,Cash
2023-2-2,trx-114172635063,85554,John,Brown,john.brown@gmail.com}4,6,3,29,Hair Straightener,Appliances,,,,,,4,39.99,no,Credit Card
2022-12-11,trx-020264760885,85553,Olivia,Johnson,olivia.johnson@outlook.com>,10,5,13,Printer,Electronics,,,True,,,10,149.99,no,Cash
2022-11-16,trx-319830925155,85483,John,Johnson,john.johnson@yahoo.com]x,7,4,25,Washing Machine,Appliances,,,,,,4,499.99,no,Credit Card
2023-8-9,trx-627323470256,85499,Sophia,Miller,sophia.miller@hotmail.comm,3,1,27,Iron,Appliances,,,,,True,2,29.99,no,Credit Card
2022-6-25,trx-473605762582,85496,James,Davis,james.davis@yahoo.com[,2,1,3,Tablet,Electronics,,,,,,7,299.99,no,Credit Card
2022-7-16,trx-598962939373,85514,Michael,Brown,michael.brown@outlook.com]x,9,2,28,Hair Dryer,Appliances,,,,,,5,19.99,no,Cash
2023-6-18,trx-975321499053,85481,Michael,Moore,michael.moore@outlook.com*,7,5,26,Vacuum Cleaner,Appliances,,,True,,,6,199.99,no,Credit Card
2023-7-20,trx-542118684484,85553,Olivia,Johnson,olivia.johnson@outlook.com^,8,3,10,Sandals,Footwear,,,,,,8,39.99,no,Credit Card
2023-6-1,trx-540337110687,85501,Emma,Smith,emma.smith@gmail.com]x,6,4,9,Boots,Footwear,,,,,,10,129.99,no,Credit Card
2023-3-9,trx-513485747597,85498,Olivia,Davis,olivia.davis@hotmail.com>,10,4,12,Monitor,Electronics,True,,,,,10,299.99,no,Cash
2023-6-16,trx-242774477674,85561,Alexander,Moore,alexander.moore@yahoo.com&,5,2,7,Dress,Clothing,,,,,,10,59.99,no,Credit Card
2023-6-5,trx-184200936094,85528,Alexander,Miller,alexander.miller@yahoo.com&,2,4,2,Smartphone,Electronics,,,,,,3,699.99,no,Credit Card
2022-10-6,trx-893332090769,85502,Michael,Brown,michael.brown@hotmail.com*,4,5,18,Boots,Footwear,,,,True,,9,149.99,no,Cash
2023-1-21,trx-131845792620,85478,Mia,Davis,"mia.davis@gmail.com""",8,3,8,Sneakers,Footwear,,,,,,8,79.99,no,Credit Card
2023-7-23,trx-550799170591,85523,Mia,Wilson,mia.wilson@gmail.comm,3,1,21,Microwave,Appliances,,,,,,3,129.99,no,Credit Card
2022-12-12,trx-962955101670,85517,Olivia,Jones,olivia.jones@hotmail.com{,9,2,28,Hair Dryer,Appliances,,True,,,,6,19.99,no,Credit Card
2023-9-3,trx-872470279473,85546,Alexander,Johnson,alexander.johnson@gmail.com&,6,1,14,Camera,Electronics,,,True,,,1,399.99,no,Cash
2022-5-26,trx-043768812874,85486,James,Johnson,james.johnson@yahoo.com|,9,5,20,Heels,Footwear,,,True,,,7,59.99,no,Credit Card
2023-3-22,trx-273513147893,85496,James,Davis,james.davis@yahoo.com\,6,3,17,Blouse,Clothing,True,,,,,8,29.99,no,Credit Card
2022-8-1,trx-280734577469,85466,Michael,Brown,michael.brown@yahoo.com<,5,5,11,TV,Electronics,,,True,,,1,899.99,no,Cash
2022-12-19,trx-702137759290,85467,Alexander,Jones,alexander.jones@yahoo.com|,4,4,9,Boots,Footwear,True,,,,,5,129.99,no,Credit Card
2022-4-6,trx-989799700059,85506,Ava,Miller,ava.miller@yahoo.com%x,5,5,15,Hoodie,Clothing,,,,True,,10,29.99,no,Cash
