transaction_date,transaction_id,customer_id,customer_fname,cusomter_lname,cusomter_email,sales_agent_id,branch_id,product_id,product_name,product_category,offer_1,offer_2,offer_3,offer_4,offer_5,units,unit_price,is_online,payment_method,shipping_address
2022-12-13,trx-675189967400,85552,James,Smith,james.smith@hotmail.com^,8,3,20,Heels,Footwear,,,True,,,10,59.99,no,Credit Card
2023-2-22,trx-854274530672,85514,John,Davis,john.davis@gmail.com\,7,5,25,Washing Machine,Appliances,True,,,,,2,499.99,no,Cash
2022-8-11,trx-133048404295,85464,Sophia,Brown,sophia.brown@hotmail.com\,8,5,29,Hair Straightener,Appliances,,,,,,4,39.99,no,Credit Card
2023-7-8,trx-945140296146,85545,Michael,Davis,michael.davis@hotmail.com<,7,1,1,Laptop,Electronics,,,,True,,4,999.99,no,Credit Card
2023-1-7,trx-309013678277,85558,Sophia,Taylor,sophia.taylor@gmail.com',10,3,22,Coffee Maker,Appliances,,True,,,,6,79.99,no,Cash
2023-8-4,trx-304375793435,85463,Michael,Smith,michael.smith@outlook.com(,9,1,9,Boots,Footwear,,,,,,5,129.99,no,Cash
2022-6-20,trx-561475327270,85484,John,Johnson,"john.johnson@outlook.com""",2,4,17,Blouse,Clothing,,,,True,,7,29.99,no,Credit Card
2023-3-4,trx-443211888905,85497,Mia,Johnson,mia.johnson@gmail.com*,4,4,13,Printer,Electronics,,,,,,4,149.99,no,Credit Card
2023-3-19,trx-128107621213,85530,James,Williams,james.williams@gmail.com>,9,1,27,Iron,Appliances,,True,,,,6,29.99,no,Cash
2023-8-1,trx-960122701579,85547,Emma,Wilson,emma.wilson@outlook.com ,9,5,13,Printer,Electronics,,,,,,3,149.99,no,Credit Card
2023-7-20,trx-603364138587,85475,Mia,Jones,mia.jones@gmail.com{,6,1,18,Boots,Footwear,,,,,,7,149.99,no,Cash
2023-12-24,trx-780346353876,85498,Alexander,Smith,alexander.smith@outlook.com',8,2,19,Sandals,Footwear,True,,,,,2,29.99,no,Credit Card
2022-9-7,trx-592758092585,85546,Emma,Miller,emma.miller@gmail.com)x,5,1,9,Boots,Footwear,,,,,,9,129.99,no,Credit Card
2023-7-16,trx-461345904293,85489,Ava,Johnson,ava.johnson@gmail.com[,1,4,21,Microwave,Appliances,,,True,,,4,129.99,no,Credit Card
2023-4-3,trx-382275515172,85529,Michael,Brown,michael.brown@gmail.com%x,2,5,26,Vacuum Cleaner,Appliances,,,,,,5,199.99,no,Cash
